"type","familyname","length","reads","copynumber","ID"
"scg","chr1:156668762-156677407",8645,2620.45333333333,1.03574333237006,"NA18858"
"scg","chr1:159951491-159953492",2001,589.906666666667,1.00734197159068,"NA18858"
"scg","chr1:160211286-160213717",2431,652.373333333334,0.916963302767565,"NA18858"
"scg","chr1:161225938-161230744",4806,1426.87333333333,1.01447738243573,"NA18858"
"scg","chr1:172138396-172144840",6444,1656.22,0.878219764750638,"NA18858"
"scg","chr1:182086550-182090112",3562,903.5,0.866712291478809,"NA18858"
"scg","chr1:197902629-197907362",4733,1268.06666666667,0.915474593045889,"NA18858"
"scg","chr1:198752354-198754457",2103,596.52,0.969229112333154,"NA18858"
"scg","chr1:202986556-202988582",2026,529.973333333333,0.893830748405568,"NA18858"
"scg","chr1:205657850-205662668",4818,1343.88666666667,0.953095816662125,"NA18858"
"scg","chr1:205810298-205813748",3450,1091.26,1.08081124689635,"NA18858"
"scg","chr1:212624283-212626771",2488,761.246666666666,1.04548003042027,"NA18858"
"scg","chr1:228100725-228103441",2716,913.133333333334,1.14880189948173,"NA18858"
"scg","chr1:232804891-232808407",3516,898.526666666667,0.873218279047831,"NA18858"
"scg","chr1:234212605-234215088",2483,727.493333333334,1.00113584708377,"NA18858"
"scg","chr1:248810445-248814173",3728,1096.56,1.00507208260358,"NA18858"
"scg","chr2:7671329-7675736",4407,1159.34666666667,0.898899173379453,"NA18858"
"scg","chr2:14632699-14637227",4528,1343.57333333333,1.01390127985696,"NA18858"
"scg","chr2:27136847-27139410",2563,755.226666666667,1.00686077943509,"NA18858"
"scg","chr2:44929976-44935359",5383,1579.01333333333,1.00231015693703,"NA18858"
"scg","chr2:64453968-64456465",2497,812.426666666667,1.11174796087099,"NA18858"
"scg","chr2:74513462-74515661",2199,682.166666666667,1.0600002770741,"NA18858"
"scg","chr2:74526644-74529760",3116,990.88,1.08658655652544,"NA18858"
"scg","chr2:74529774-74533247",3473,931.853333333334,0.916818764994529,"NA18858"
"scg","chr2:101825318-101829754",4436,1046.59333333333,0.806170942430666,"NA18858"
"scg","chr2:172084739-172086854",2115,665.453333333333,1.07509773527982,"NA18858"
"scg","chr2:176188667-176190907",2240,583.133333333334,0.889529925195636,"NA18858"
"scg","chr2:178578789-178580906",2117,574.653333333334,0.927525345768648,"NA18858"
"scg","chr2:199468097-199472756",4659,1404.26,1.02990111586108,"NA18858"
"scg","chr2:219054423-219060921",6498,2158.56666666667,1.13508000421058,"NA18858"
"scg","chr2:219181677-219183800",2123,619.106666666667,0.996451580461976,"NA18858"
"scg","chr2:223596939-223602361",5422,1355.28666666667,0.854107167491865,"NA18858"
"scg","chr2:232876520-232878708",2188,652.886666666667,1.01960321380374,"NA18858"
"scg","chr3:14144636-14148423",3787,975.273333333333,0.879977885880373,"NA18858"
"scg","chr3:47010823-47013465",2642,839.46,1.08569517455228,"NA18858"
"scg","chr3:49020458-49023287",2829,864.653333333333,1.04435893452889,"NA18858"
"scg","chr3:49130964-49133056",2092,614.593333333333,1.00384550514805,"NA18858"
"scg","chr3:49674013-49677025",3012,954.060000000001,1.08233433122888,"NA18858"
"scg","chr3:49716828-49719684",2856,947.54,1.13365279567431,"NA18858"
"scg","chr3:49790731-49792931",2200,673.76,1.04646150517235,"NA18858"
"scg","chr3:49805208-49813953",8745,2509.00666666667,0.980353526361577,"NA18858"
"scg","chr3:50273118-50277165",4047,1308.93333333333,1.10515969299939,"NA18858"
"scg","chr3:50354749-50359521",4772,1422.44,1.01853096159903,"NA18858"
"scg","chr3:51391284-51397908",6624,1990.82666666667,1.0269607361151,"NA18858"
"scg","chr3:52245758-52250599",4841,1253.92,0.885065598758576,"NA18858"
"scg","chr3:52296656-52298914",2258,636.013333333333,0.962460681134817,"NA18858"
"scg","chr3:52433034-52445103",12069,3729.64666666667,1.05593483373622,"NA18858"
"scg","chr3:52836218-52840607",4389,1273.98666666667,0.991836338627313,"NA18858"
"scg","chr3:87990695-87993835",3140,797.473333333333,0.867815165626551,"NA18858"
"scg","chr3:88051943-88059048",7105,1862.42666666667,0.895686055538852,"NA18858"
"scg","chr3:124677339-124679749",2410,633.646666666667,0.898402239592548,"NA18858"
"scg","chr3:128075809-128079056",3247,970.993333333334,1.02182064596496,"NA18858"
"scg","chr3:143119770-143124014",4244,1345.70666666667,1.08346713562827,"NA18858"
"scg","chr3:186781779-186784179",2400,741.373333333332,1.05551991773048,"NA18858"
"scg","chr3:194685882-194689037",3155,1049.04,1.1361440502448,"NA18858"
"scg","chr4:2904663-2907813",3150,857.373333333333,0.930036796847355,"NA18858"
"scg","chr4:2930560-2933947",3387,1124.53333333333,1.1344826292518,"NA18858"
"scg","chr4:8224595-8227469",2874,838.373333333333,0.996761846774948,"NA18858"
"scg","chr4:30718804-30721970",3166,973.286666666667,1.05043837033903,"NA18858"
"scg","chr4:48490251-48494389",4138,1274.31333333333,1.05226822118745,"NA18858"
"scg","chr4:70334980-70337116",2136,511.8,0.818728195736036,"NA18858"
"scg","chr4:76894151-76898144",3993,1219.90666666667,1.04392189955877,"NA18858"
"scg","chr4:93828752-93830966",2214,613.233333333333,0.946430768927615,"NA18858"
"scg","chr4:110617422-110621734",4312,1146.64666666667,0.908639420974754,"NA18858"
"scg","chr4:155903692-155905794",2102,485.04,0.788470696502362,"NA18858"
"scg","chr4:163471094-163473754",2660,739.113333333332,0.949445661048678,"NA18858"
"scg","chr4:171812253-171815579",3326,887.92,0.912204703863014,"NA18858"
"scg","chr5:1264247-1266524",2277,703.793333333333,1.05614326024759,"NA18858"
"scg","chr5:1931057-1933985",2928,892.433333333334,1.0414667874315,"NA18858"
"scg","chr5:2752130-2755081",2951,849.133333333334,0.983212506462134,"NA18858"
"scg","chr5:33936385-33938918",2533,829.826666666667,1.11941961090496,"NA18858"
"scg","chr5:38466162-38468339",2177,576.166666666667,0.904337237579683,"NA18858"
"scg","chr5:65661715-65664764",3049,881.266666666668,0.987621721320745,"NA18858"
"scg","chr5:73444826-73446988",2162,610.433333333333,0.964768832729995,"NA18858"
"scg","chr5:93600356-93603598",3242,980.153333333333,1.03305090995564,"NA18858"
"scg","chr5:95620086-95622142",2056,701.2,1.16535840009989,"NA18858"
"scg","chr5:141318489-141320784",2295,583.813333333334,0.869224649071989,"NA18858"
"scg","chr5:141636949-141641063",4114,1283.04666666667,1.06566052654809,"NA18858"
"scg","chr5:146513102-146516190",3088,738.5,0.817172836454157,"NA18858"
"scg","chr5:175440035-175444182",4147,1078.92666666667,0.888993541270424,"NA18858"
"scg","chr5:177133024-177135426",2402,771.206666666667,1.09708047521604,"NA18858"
"scg","chr5:177301197-177303719",2522,751.6,1.01831561434901,"NA18858"
"scg","chr6:708591-711405",2814,806.76,0.979627522546178,"NA18858"
"scg","chr6:1098828-1101381",2553,659.913333333334,0.883236081479237,"NA18858"
"scg","chr6:11514191-11516466",2275,590.78,0.887329861910975,"NA18858"
"scg","chr6:24126230-24129312",3082,803.953333333333,0.891330812013355,"NA18858"
"scg","chr6:30553359-30556088",2729,763.453333333333,0.955915874547075,"NA18858"
"scg","chr6:30688046-30690353",2307,676.6,1.00213242136126,"NA18858"
"scg","chr6:31114824-31117299",2475,752.72,1.03919958860832,"NA18858"
"scg","chr6:31658328-31660721",2393,718.013333333333,1.02525176198032,"NA18858"
"scg","chr6:33200444-33202692",2248,671.693333333333,1.0209757921388,"NA18858"
"scg","chr6:34246448-34248985",2537,831.100000000001,1.11936965380151,"NA18858"
"scg","chr6:35118071-35121045",2974,848.893333333333,0.975332896645316,"NA18858"
"scg","chr6:35292322-35294552",2230,609.333333333333,0.933664373665352,"NA18858"
"scg","chr6:39883515-39886568",3053,808.926666666667,0.905363667127581,"NA18858"
"scg","chr6:43506968-43510686",3718,1146.39333333333,1.05357384393329,"NA18858"
"scg","chr6:52186374-52190638",4264,1162.17333333333,0.931310338234503,"NA18858"
"scg","chr6:56458238-56462068",3830,976.793333333334,0.871454319275198,"NA18858"
"scg","chr6:70252165-70254611",2446,537.586666666666,0.750987571871405,"NA18858"
"scg","chr6:77461752-77463773",2021,469.92,0.794508100649737,"NA18858"
"scg","chr6:82364243-82367417",3174,970.32,1.04459700064351,"NA18858"
"scg","chr6:89562389-89566971",4582,1196.15333333333,0.892015670450143,"NA18858"
"scg","chr6:93409653-93419547",9894,2591.94,0.895145745414357,"NA18858"
"scg","chr6:100462602-100464889",2287,602.060000000001,0.899527248507634,"NA18858"
"scg","chr6:108168762-108176626",7864,2189.75333333333,0.951464097261418,"NA18858"
"scg","chr6:111699934-111702986",3052,800.513333333334,0.896240890582387,"NA18858"
"scg","chr6:117262242-117264817",2575,675.44,0.896293520390397,"NA18858"
"scg","chr6:126719559-126721778",2219,501.813333333334,0.772726147455488,"NA18858"
"scg","chr6:127450045-127454242",4197,983.153333333334,0.800429342246488,"NA18858"
"scg","chr6:142133089-142135151",2062,507.986666666667,0.841791170733265,"NA18858"
"scg","chr6:147387663-147390465",2802,735.453333333334,0.89686629593293,"NA18858"
"scg","chr6:154089761-154091938",2177,592.946666666667,0.930674718944891,"NA18858"
"scg","chr6:160990317-160992342",2025,658.813333333334,1.11167558169283,"NA18858"
"scg","chr6:163189417-163191802",2385,613.386666666667,0.878793147698324,"NA18858"
"scg","chr6:165660068-165662554",2486,742.566666666667,1.02064576931206,"NA18858"
"scg","chr6:168217031-168220262",3231,815.933333333334,0.862895951911334,"NA18858"
"scg","chr6:169702189-169704856",2667,750.22,0.961183564190226,"NA18858"
"scg","chr7:227553-229557",2004,562.12,0.958455677424881,"NA18858"
"scg","chr7:897944-901399",3455,1223.04,1.20957645146059,"NA18858"
"scg","chr7:2523592-2526871",3279,1181.58,1.23129588625307,"NA18858"
"scg","chr7:7738638-7741120",2482,664.313333333334,0.914559374847118,"NA18858"
"scg","chr7:22139756-22145266",5510,1433.49333333333,0.888965266396747,"NA18858"
"scg","chr7:23165874-23168102",2228,619.92,0.950738706476053,"NA18858"
"scg","chr7:24663473-24666046",2573,710.573333333333,0.943647584949387,"NA18858"
"scg","chr7:26369309-26371764",2455,719.02,1.00076057541316,"NA18858"
"scg","chr7:26372143-26376272",4129,1008.99333333333,0.834995486152614,"NA18858"
"scg","chr7:27100353-27102683",2330,613.646666666667,0.899918484350201,"NA18858"
"scg","chr7:31847863-31850902",3039,814.073333333333,0.915321244830368,"NA18858"
"scg","chr7:42909621-42911910",2289,642.433333333334,0.95900967347032,"NA18858"
"scg","chr7:44058929-44061397",2468,688.660000000001,0.953455474633842,"NA18858"
"scg","chr7:55342315-55344958",2643,986.106666666667,1.27487453284403,"NA18858"
"scg","chr7:70694872-70699490",4618,1244.2,0.920612743558593,"NA18858"
"scg","chr7:80673375-80676404",3029,697.473333333333,0.786808509625955,"NA18858"
"scg","chr7:81961893-81964282",2389,516.853333333333,0.739250940361257,"NA18858"
"scg","chr7:81967164-81971089",3925,934.226666666666,0.813304756990234,"NA18858"
"scg","chr7:94664734-94669180",4446,1155.44666666667,0.888016753925157,"NA18858"
"scg","chr7:95409506-95411684",2178,500.693333333334,0.785515297881695,"NA18858"
"scg","chr7:100429374-100431482",2108,640.986666666667,1.03900850622285,"NA18858"
"scg","chr7:100881763-100884239",2476,739.340000000001,1.02031501243275,"NA18858"
"scg","chr7:101162515-101165114",2599,844.42,1.11017883983451,"NA18858"
"scg","chr7:116525011-116527018",2007,604.353333333333,1.02892628818241,"NA18858"
"scg","chr7:122011207-122013312",2105,531.566666666667,0.862871953826106,"NA18858"
"scg","chr7:122059373-122061692",2319,607.513333333333,0.89514992425419,"NA18858"
"scg","chr7:129424726-129427220",2494,672.78,0.921758895053711,"NA18858"
"scg","chr7:129458241-129460548",2307,579.04,0.857633398263413,"NA18858"
"scg","chr7:149004198-149006283",2085,660.26,1.08205576229438,"NA18858"
"scg","chr7:150716605-150719516",2911,656.92,0.771100514070929,"NA18858"
"scg","chr7:151058199-151061960",3761,1088.97333333333,0.989360632417851,"NA18858"
"scg","chr7:151128595-151131286",2691,754.106666666667,0.957546330462559,"NA18858"
"scg","chr8:486116-488512",2396,622.026666666666,0.88708023678529,"NA18858"
"scg","chr8:1676536-1678763",2227,557.18,0.854901375539107,"NA18858"
"scg","chr8:8701936-8704096",2160,660.553333333333,1.04494841413922,"NA18858"
"scg","chr8:22106873-22109419",2546,753.320000000001,1.01102480819798,"NA18858"
"scg","chr8:22130470-22133384",2914,1030.88,1.20881344128257,"NA18858"
"scg","chr8:22138250-22141540",3290,1041.76666666667,1.08197013452449,"NA18858"
"scg","chr8:22545559-22548837",3278,942.2,0.982143314104431,"NA18858"
"scg","chr8:24912164-24914717",2553,728.1,0.974497950627403,"NA18858"
"scg","chr8:27774668-27776707",2039,526.24,0.881875635872991,"NA18858"
"scg","chr8:28767911-28771064",3153,980.373333333334,1.06244934433679,"NA18858"
"scg","chr8:48428142-48431041",2899,806.426666666667,0.950511507288804,"NA18858"
"scg","chr8:48818292-48824062",5770,1418.06666666667,0.839772307712601,"NA18858"
"scg","chr8:52938430-52941117",2687,781.399999999997,0.993679783930952,"NA18858"
"scg","chr8:54558759-54561907",3148,764.760000000001,0.830101416071346,"NA18858"
"scg","chr8:56441391-56445648",4257,1116.03333333333,0.895806542283529,"NA18858"
"scg","chr8:64574305-64577263",2958,843.96,0.974909736364298,"NA18858"
"scg","chr8:73295515-73297740",2225,620.846666666667,0.953443697498209,"NA18858"
"scg","chr8:80638533-80640695",2162,609.626666666666,0.963493923880977,"NA18858"
"scg","chr8:101686546-101689093",2547,749.32,1.00526160027312,"NA18858"
"scg","chr8:108778973-108787594",8621,2227.18666666667,0.882753985008089,"NA18858"
"scg","chr8:124555812-124557995",2183,670.306666666667,1.04920539956888,"NA18858"
"scg","chr8:142638595-142640648",2053,521.566666666667,0.868083681618567,"NA18858"
"scg","chr8:143379336-143382779",3443,1240.70666666667,1.23132531134926,"NA18858"
"scg","chr8:143575599-143577915",2316,689.22,1.01685734568438,"NA18858"
"scg","chr8:144049078-144051203",2125,826.8,1.32948134399284,"NA18858"
"scg","chr8:144112468-144116383",3915,1273.96666666667,1.11190328247928,"NA18858"
"scg","chr8:144141213-144143664",2451,747.333333333333,1.04186573747859,"NA18858"
"scg","chr9:4662293-4665262",2969,904.433333333334,1.04089536912384,"NA18858"
"scg","chr9:6328374-6330670",2296,604.093333333333,0.899027286196268,"NA18858"
"scg","chr9:14719723-14722733",3010,752.166666666667,0.853863209426308,"NA18858"
"scg","chr9:23826490-23828877",2387,501.133333333333,0.717367316305713,"NA18858"
"scg","chr9:25676388-25678440",2052,600.933333333334,1.00066717112245,"NA18858"
"scg","chr9:34979687-34982544",2857,856.233333333334,1.02405340158309,"NA18858"
"scg","chr9:35749290-35754142",4852,1420.97333333333,1.00070449257335,"NA18858"
"scg","chr9:76704847-76710661",5814,1567.18666666667,0.921056802828764,"NA18858"
"scg","chr9:79572711-79575029",2318,645.913333333333,0.952141581449112,"NA18858"
"scg","chr9:92974499-92976707",2208,664.42,1.02821596231488,"NA18858"
"scg","chr9:95456406-95459955",3549,952.026666666667,0.916608389374954,"NA18858"
"scg","chr9:104275297-104277399",2102,535.16,0.869944701344639,"NA18858"
"scg","chr9:126516416-126518808",2392,599.58,0.856498637356012,"NA18858"
"scg","chr9:127786073-127788412",2339,720.753333333333,1.05292430717219,"NA18858"
"scg","chr9:128945529-128947619",2090,563.88,0.921894276794777,"NA18858"
"scg","chr9:133357047-133360024",2977,872.993333333333,1.00201173192008,"NA18858"
"scg","chr9:134992957-134995854",2897,775.826666666667,0.91507548720769,"NA18858"
"scg","chr9:135500714-135503594",2880,944.78,1.12093109620143,"NA18858"
"scg","chr9:136016290-136019480",3190,971.546666666667,1.04067158585599,"NA18858"
"scg","chr9:136196251-136201674",5423,1845.7,1.16295315616482,"NA18858"
"scg","chr9:136370933-136373644",2711,853.5,1.07575834011152,"NA18858"
"scg","chr9:136662931-136668673",5742,1882.96666666667,1.12052140636807,"NA18858"
"scg","chr9:136739523-136741988",2465,801.586666666667,1.11115405356624,"NA18858"
"scg","chr9:136940434-136942668",2234,829.286666666667,1.26841750785248,"NA18858"
"scg","chr9:137230756-137236554",5798,1857.90666666667,1.0949301028417,"NA18858"
"scg","chr9:137299630-137302271",2641,769.586666666667,0.995703073013809,"NA18858"
"scg","chr9:137452464-137454492",2028,626.226666666667,1.05512598935049,"NA18858"
"scg","chr10:628637-631255",2618,802.98,1.04803503257687,"NA18858"
"scg","chr10:4650189-4654023",3834,876.326666666667,0.78100647211087,"NA18858"
"scg","chr10:8050475-8052495",2020,594.686666666667,1.00595266572068,"NA18858"
"scg","chr10:11316832-11319884",3052,761.033333333333,0.852039765021048,"NA18858"
"scg","chr10:16514466-16521145",6679,1801.02,0.921399147351295,"NA18858"
"scg","chr10:22252071-22254589",2518,819.18,1.1116404176651,"NA18858"
"scg","chr10:31603149-31605867",2718,859.353333333333,1.08034639574264,"NA18858"
"scg","chr10:31806290-31808551",2261,560.033333333334,0.846357853860873,"NA18858"
"scg","chr10:32345111-32347121",2010,567.6,0.964910524215497,"NA18858"
"scg","chr10:53808521-53810664",2143,473.02,0.754220003448362,"NA18858"
"scg","chr10:59236526-59238768",2242,513.553333333333,0.782691573263828,"NA18858"
"scg","chr10:73760109-73763555",3446,889.733333333333,0.882237070284491,"NA18858"
"scg","chr10:79347499-79350035",2536,806.393333333333,1.08652167221955,"NA18858"
"scg","chr10:86968431-86970530",2099,660.246666666667,1.07481691511729,"NA18858"
"scg","chr10:92689954-92692483",2529,828.273333333334,1.11909141421343,"NA18858"
"scg","chr10:98418151-98420369",2218,675.373333333333,1.04045447125443,"NA18858"
"scg","chr10:98423879-98426103",2224,639.333333333333,0.982275425628076,"NA18858"
"scg","chr10:100746263-100749916",3653,1047.48666666667,0.979804760647642,"NA18858"
"scg","chr10:100987794-100989884",2090,606.64,0.991803121364091,"NA18858"
"scg","chr10:101034691-101037167",2476,716.573333333334,0.98889621758457,"NA18858"
"scg","chr10:101226194-101229794",3600,1154.58,1.09587808806473,"NA18858"
"scg","chr10:102065389-102068038",2649,859.26,1.10836639741804,"NA18858"
"scg","chr10:102394109-102396298",2189,678.153333333334,1.05857797348421,"NA18858"
"scg","chr10:116670033-116672635",2602,668.326666666667,0.877651727017505,"NA18858"
"scg","chr10:117239599-117241923",2324,743.553333333334,1.09324302469936,"NA18858"
"scg","chr10:120899837-120903175",3338,924.18,0.946043154077764,"NA18858"
"scg","chr10:124981410-124983496",2086,500.48,0.819809859034,"NA18858"
"scg","chr10:127734561-127736996",2435,674.966666666666,0.947161581473673,"NA18858"
"scg","chr10:128047618-128049635",2017,490.053333333333,0.830191272097704,"NA18858"
"scg","chr10:133272737-133276856",4119,1250.87333333333,1.0376771560631,"NA18858"
"scg","chr10:133528078-133532164",4086,1256.35333333333,1.0506405242138,"NA18858"
"scg","chr11:250783-252983",2200,661.806666666667,1.02789598749272,"NA18858"
"scg","chr11:829296-831985",2689,1015.72666666667,1.29070432740093,"NA18858"
"scg","chr11:1469456-1473436",3980,1304.7,1.12012967829695,"NA18858"
"scg","chr11:1752754-1763927",11173,3412.23333333334,1.04354128698214,"NA18858"
"scg","chr11:2140500-2148339",7839,2311.31333333333,1.00748566166718,"NA18858"
"scg","chr11:2268494-2270952",2458,795.313333333334,1.10559762918963,"NA18858"
"scg","chr11:2400487-2403878",3391,958.613333333334,0.965953875809557,"NA18858"
"scg","chr11:5514392-5516699",2307,553.813333333334,0.820269430557915,"NA18858"
"scg","chr11:6606293-6612216",5923,1732.86666666667,0.99968719434501,"NA18858"
"scg","chr11:6680384-6683340",2956,849.06,0.981464657994087,"NA18858"
"scg","chr11:10305072-10307395",2323,697.626666666667,1.02615880779672,"NA18858"
"scg","chr11:13009315-13012119",2804,960.44,1.17039630940612,"NA18858"
"scg","chr11:17719570-17722136",2566,766.913333333334,1.02124595695073,"NA18858"
"scg","chr11:35618459-35620865",2406,836.36,1.18778639035345,"NA18858"
"scg","chr11:46380755-46383799",3044,946.566666666666,1.06254485450293,"NA18858"
"scg","chr11:61508748-61511018",2270,746.726666666667,1.12402641538205,"NA18858"
"scg","chr11:65354750-65357613",2863,942.786666666667,1.12520796505351,"NA18858"
"scg","chr11:65422773-65426457",3684,994.813333333333,0.922704608617469,"NA18858"
"scg","chr11:65497687-65506431",8744,2299.06,0.898423018410408,"NA18858"
"scg","chr11:65919273-65921401",2128,726.073333333333,1.16586852253683,"NA18858"
"scg","chr11:66421003-66423504",2501,759.7,1.03793258999817,"NA18858"
"scg","chr11:66590175-66593063",2888,832.62,0.985122784172251,"NA18858"
"scg","chr11:67612650-67615198",2548,823.84,1.10480126974499,"NA18858"
"scg","chr11:69009416-69013246",3830,1284.66,1.14612013370287,"NA18858"
"scg","chr11:72239076-72241192",2116,703.533333333333,1.13608213247083,"NA18858"
"scg","chr11:85683847-85686195",2348,647.86,0.942809148414351,"NA18858"
"scg","chr11:105137713-105139769",2056,476.38,0.791719102452348,"NA18858"
"scg","chr11:116789366-116791895",2529,836.186666666667,1.12978322696985,"NA18858"
"scg","chr11:119334526-119337309",2783,801.833333333334,0.984490691255358,"NA18858"
"scg","chr11:134150118-134154049",3931,1023.63333333333,0.889778873331421,"NA18858"
"scg","chr12:6765515-6770875",5360,1608.23333333333,1.02523868177028,"NA18858"
"scg","chr12:49791145-49797002",5857,1917.75333333333,1.11881488613072,"NA18858"
"scg","chr12:50103981-50106387",2406,665.96,0.945786771868317,"NA18858"
"scg","chr12:51888008-51891354",3346,969.48,0.990042028759554,"NA18858"
"scg","chr12:53962307-53974956",12649,3519.42666666667,0.950728343938893,"NA18858"
"scg","chr12:53981508-53984324",2816,727.466666666667,0.882716331393405,"NA18858"
"scg","chr12:53986131-53989993",3862,1165.36,1.03107095165729,"NA18858"
"scg","chr12:57230274-57232534",2260,608.933333333334,0.920665825971723,"NA18858"
"scg","chr12:57234902-57237338",2436,765.96,1.07440870998585,"NA18858"
"scg","chr12:57526642-57530143",3501,973.08,0.949723424001211,"NA18858"
"scg","chr12:57762333-57767078",4745,1482.52,1.06759137886456,"NA18858"
"scg","chr12:76344473-76348415",3942,973.866666666667,0.844157717156502,"NA18858"
"scg","chr12:89347234-89352501",5267,1306.28666666667,0.847453523140273,"NA18858"
"scg","chr12:111899262-111901391",2129,629.486666666667,1.01030287318486,"NA18858"
"scg","chr12:114408753-114412831",4078,1091.31333333333,0.91441418342392,"NA18858"
"scg","chr12:132623752-132625951",2199,766.073333333334,1.19038057013302,"NA18858"
"scg","chr13:33348606-33350624",2018,571.846666666667,0.968275952018058,"NA18858"
"scg","chr13:35787857-35793479",5622,1495.44,0.908905780713296,"NA18858"
"scg","chr13:41689432-41696119",6687,1771.22,0.905069433995067,"NA18858"
"scg","chr13:50125815-50128463",2648,883.646666666666,1.14025340198033,"NA18858"
"scg","chr13:51004252-51007860",3608,930.9,0.881611436478923,"NA18858"
"scg","chr13:56051033-56054397",3364,770.886666666667,0.783024337754698,"NA18858"
"scg","chr13:73800073-73802203",2130,543.6,0.872048337565571,"NA18858"
"scg","chr13:78596128-78599619",3491,954.746666666667,0.934499376287504,"NA18858"
"scg","chr13:99973525-99980034",6509,1996.40666666667,1.04803419707859,"NA18858"
"scg","chr13:106491146-106495130",3984,1001.09333333333,0.858610021941698,"NA18858"
"scg","chr13:110903474-110906095",2621,664.746666666667,0.866622302109751,"NA18858"
"scg","chr13:113820548-113823194",2646,854.773333333335,1.10382909951417,"NA18858"
"scg","chr14:20556093-20558657",2564,639.213333333334,0.851860573566127,"NA18858"
"scg","chr14:23377251-23379487",2236,579.333333333333,0.88531420391352,"NA18858"
"scg","chr14:24117333-24119402",2069,509.08,0.84074880491262,"NA18858"
"scg","chr14:24180363-24183272",2909,887.873333333334,1.04291281767423,"NA18858"
"scg","chr14:24205727-24208203",2476,766.7,1.05807276764707,"NA18858"
"scg","chr14:24426544-24429668",3124,849.833333333334,0.92953008421275,"NA18858"
"scg","chr14:24505352-24508265",2913,788.553333333334,0.92497778214417,"NA18858"
"scg","chr14:28772784-28778560",5776,1442.30666666667,0.8532398687858,"NA18858"
"scg","chr14:33597056-33600989",3933,919.246666666667,0.798635904870074,"NA18858"
"scg","chr14:33948232-33951081",2849,809.013333333334,0.970295336199482,"NA18858"
"scg","chr14:36311572-36314313",2741,722.906666666667,0.901184904129412,"NA18858"
"scg","chr14:50792049-50794518",2469,686.386666666666,0.949923129882566,"NA18858"
"scg","chr14:50982864-50986452",3588,925.52,0.881402113530289,"NA18858"
"scg","chr14:51967002-51969800",2798,660.713333333333,0.806874656601777,"NA18858"
"scg","chr14:56801809-56805648",3839,1098.17333333333,0.977447624331674,"NA18858"
"scg","chr14:57066259-57068542",2283,581.226666666668,0.869922039604966,"NA18858"
"scg","chr14:64741595-64744342",2747,809.42,1.00682962474928,"NA18858"
"scg","chr14:74823977-74829289",5312,1418.86666666667,0.912691978286331,"NA18858"
"scg","chr14:74834897-74837309",2412,631.32,0.894361217036246,"NA18858"
